timestamp,vehicle_id,label,speed_kmh,fuel_liters,fuel_pct,battery_percent,engine_temp_c,payload_tons,grade_pct,latitude,longitude,rsrp_dbm,sinr_db,rtt_ms,packet_loss_percent,ul_mbps,dl_mbps,handover,in_tunnel,waypoint_idx,broken,flat_tyre,ambient_temp_c,overloaded,low_fuel_warning
2026-03-09T09:05:45+00:00,MV-002,syn_flood,0.0,98.3,2.5,64.8,55.0,165.1,10.0,-25.662714,27.247207,-60.0,30.0,551.4,8.39,11.0,76.3,0,0,2,0,0,30.0,0,1
2026-03-09T07:12:25+00:00,MV-002,udp_flood,0.0,254.5,6.5,69.8,55.0,169.7,10.0,-25.663716,27.246184,-64.3,28.8,206.0,44.93,1.0164299397143877,4.180277992762767,0,0,2,0,0,30.0,0,1
2026-03-09T01:46:55+00:00,MV-002,slowloris_attack,0.0,553.4,14.2,80.6,55.0,169.7,10.0,-25.663716,27.246184,-61.88880015258288,30.01904743971909,863.0121472107525,2.8519538162040936,0.5681354654857642,23.33081133544846,0,0,2,0,0,30.0,0,0
2026-03-09T00:51:45+00:00,MV-003,icmp_flood,0.0,722.3,18.5,92.8,55.0,97.6,10.0,-25.663033,27.246867,-60.0,30.0,566.1,42.02,0.4,3.3,0,0,2,0,0,30.0,0,0
2026-03-09T07:53:50+00:00,MV-003,udp_flood,0.0,648.5,16.6,79.1,55.0,188.1,10.0,-25.662837,27.246994,-60.0,30.0,98.7,66.9,0.6527089451208002,0.8645134462867968,0,0,2,0,0,30.0,1,0
2026-03-09T03:24:15+00:00,MV-003,network_degradation_attack,0.0,696.0,17.8,85.4,40.0,86.3,10.0,-25.66251,27.247422,-75.24417414610537,8.755064163510154,170.45066525824836,11.938569733343606,3.470422607325181,38.784028752966336,1,0,2,0,0,15.0,0,0
2026-03-09T05:35:30+00:00,MV-001,network_degradation_attack,0.0,643.2,16.5,68.3,40.0,118.3,10.0,-25.663272,27.246628,-86.89282071801054,10.384437710721636,253.7754547411943,11.509301818674585,3.0350200461100494,43.756854032310166,1,1,2,0,0,15.0,0,0
2026-03-09T02:18:25+00:00,MV-002,normal,0.0,548.8,14.1,82.0,55.0,112.7,10.0,-25.663119,27.246781,-61.6,30.0,20.7,0.36,11.5,81.2,0,0,2,0,0,30.0,0,0
2026-03-09T01:50:40+00:00,MV-003,slowloris_attack,0.0,711.9,18.3,88.0,55.0,76.5,10.0,-25.662894,27.247006,-61.85471706466532,25.03843507745493,616.8430461773992,6.795160929396602,0.844491215077568,15.776898543784894,0,0,2,0,0,30.0,0,0
2026-03-09T00:10:20+00:00,MV-001,network_degradation_attack,0.0,697.7,17.9,84.8,55.0,80.8,10.0,-25.662906,27.246994,-87.25726662186636,12.412462565099911,173.4886431977959,12.900003785671586,3.624215273310063,17.705017616365318,1,1,2,0,0,30.0,0,0
2026-03-09T01:37:25+00:00,MV-001,icmp_flood,0.0,684.1,17.5,76.1,55.0,118.3,10.0,-25.663272,27.246628,-62.5,30.0,230.9,30.07,0.9,5.2,0,0,2,0,0,30.0,0,0
2026-03-09T08:27:25+00:00,MV-001,slowloris_attack,0.0,610.9,15.7,72.4,55.0,115.5,10.0,-25.663101,27.246799,-63.39316472096364,25.89172122181884,854.7778284947489,3.963097271541757,0.5115757906400399,24.13022167032068,0,0,2,0,0,30.0,0,0
2026-03-09T07:40:50+00:00,MV-002,udp_flood,0.0,112.3,2.9,67.4,55.0,165.1,10.0,-25.662714,27.247207,-60.0,30.0,68.2,65.44,0.1216968744902752,1.6995979764641749,0,0,2,0,0,30.0,0,1
2026-03-09T03:08:40+00:00,MV-001,network_degradation_attack,0.0,668.6,17.1,73.2,40.0,118.3,10.0,-25.663272,27.246628,-81.50840388065423,8.099185165329502,201.6049105204268,8.130861249302047,5.27705138662961,31.45924823962092,0,1,2,0,0,15.0,1,0
2026-03-09T00:49:45+00:00,MV-002,icmp_flood,0.0,563.7,14.5,84.8,55.0,112.7,10.0,-25.663119,27.246781,-62.9,30.0,315.0,40.93,0.5,3.6,0,0,2,0,0,30.0,0,0
2026-03-09T01:46:50+00:00,MV-001,slowloris_attack,0.0,681.1,17.5,85.6,55.0,115.5,10.0,-25.663255,27.246645,-61.89039010946627,29.30978231595576,580.7548647385704,5.601680400896219,1.1157233866648677,9.546429450792324,0,0,2,0,0,30.0,0,0
2026-03-09T09:57:40+00:00,MV-001,normal,0.0,597.7,15.3,59.8,55.0,118.3,10.0,-25.663375,27.246525,-60.0,30.0,19.7,0.59,12.3,72.3,0,0,2,0,0,30.0,0,0
2026-03-09T02:07:45+00:00,MV-002,icmp_flood,0.0,549.7,14.1,79.9,55.0,169.7,10.0,-25.663716,27.246184,-61.0,30.0,654.4,28.65,0.8,6.3,0,0,2,0,0,30.0,0,0
2026-03-09T00:54:15+00:00,MV-003,icmp_flood,0.0,721.9,18.5,92.7,55.0,97.6,10.0,-25.663033,27.246867,-60.3,30.0,406.3,38.48,0.9,7.1,0,0,2,0,0,30.0,0,0
2026-03-09T08:54:10+00:00,MV-003,normal,0.0,638.3,16.4,77.2,55.0,188.1,10.0,-25.662837,27.246994,-61.2,30.0,20.2,0.48,21.3,86.4,0,0,2,0,0,30.0,1,0
2026-03-09T08:27:00+00:00,MV-003,icmp_flood,0.0,643.0,16.5,75.6,55.0,194.1,10.0,-25.66251,27.247422,-60.0,30.0,273.1,20.64,3.9,40.4,0,0,2,0,0,30.0,1,0
2026-03-09T07:17:45+00:00,MV-001,udp_flood,0.0,622.1,16.0,74.6,55.0,115.5,10.0,-25.663101,27.246799,-60.0,30.0,256.3,66.08,1.528795897016465,3.671870594826972,0,0,2,0,0,30.0,0,0
2026-03-09T07:51:30+00:00,MV-002,udp_flood,0.0,247.4,6.3,68.5,55.0,169.7,10.0,-25.663716,27.246184,-60.0,30.0,166.2,50.05,0.1338212079391599,2.231167138068248,0,0,2,0,0,30.0,0,1
2026-03-09T11:17:50+00:00,MV-002,normal,0.0,75.3,1.9,60.5,55.0,165.1,10.0,-25.662714,27.247207,-62.9,30.0,18.2,0.07,11.8,127.8,0,0,2,0,0,30.0,0,1
2026-03-09T09:19:45+00:00,MV-003,slowloris_attack,0.0,633.6,16.2,73.8,55.0,186.0,10.0,-25.66251,27.247422,-64.35825059207164,28.37628827854108,821.9510202010266,1.7229930638892577,0.5979908451619034,21.938896124925595,0,0,2,0,0,30.0,1,0
2026-03-09T08:18:00+00:00,MV-003,syn_flood,0.0,643.3,16.5,75.2,55.0,195.7,10.0,-25.662894,27.247006,-60.0,30.0,728.7,25.34,1.4,16.1,0,0,2,0,0,30.0,1,0
2026-03-09T09:04:25+00:00,MV-003,slowloris_attack,0.0,636.3,16.3,74.3,55.0,186.0,10.0,-25.66251,27.247422,-62.62521898911128,27.714847524067984,965.5363289033436,4.778944671700079,1.0350191509270694,17.72617854797146,0,0,2,0,0,30.0,1,0
2026-03-09T01:33:40+00:00,MV-001,icmp_flood,0.0,684.8,17.6,76.2,55.0,118.3,10.0,-25.663272,27.246628,-60.0,30.0,641.4,24.52,3.5,28.8,0,0,2,0,0,30.0,0,0
2026-03-09T10:54:50+00:00,MV-003,network_degradation_attack,0.0,616.8,15.8,70.7,55.0,186.0,10.0,-25.66251,27.247422,-76.36935471942223,9.604036316401578,285.4727459811559,9.622268850460344,6.826985417917781,28.092290578666788,0,0,2,0,0,30.0,0,0
2026-03-09T01:39:35+00:00,MV-003,icmp_flood,0.0,714.4,18.3,91.3,55.0,97.6,10.0,-25.663033,27.246867,-60.0,30.0,384.8,31.41,0.7,7.6,0,0,2,0,0,30.0,0,0
2026-03-09T08:26:35+00:00,MV-002,syn_flood,0.0,241.8,6.2,67.4,55.0,169.7,10.0,-25.663716,27.246184,-61.8,30.0,907.5,23.88,4.1,22.3,0,0,2,0,0,30.0,0,1
2026-03-09T07:33:35+00:00,MV-003,syn_flood,0.0,650.6,16.7,76.6,55.0,195.7,10.0,-25.662894,27.247006,-65.8,29.9,548.1,24.67,3.3,8.3,0,0,2,0,0,30.0,1,0
2026-03-09T09:02:15+00:00,MV-002,network_degradation_attack,0.0,236.3,6.1,66.4,55.0,169.7,10.0,-25.663716,27.246184,-72.54216741775618,7.517453392011216,183.62207092312516,6.574493735879752,2.406480983207871,35.931409031474246,1,0,2,0,0,30.0,0,1
2026-03-09T01:27:40+00:00,MV-003,icmp_flood,0.0,716.6,18.4,91.7,55.0,97.6,10.0,-25.663033,27.246867,-60.3,30.0,625.3,16.71,6.7,21.5,0,0,2,0,0,30.0,0,0
2026-03-09T10:47:10+00:00,MV-003,normal,0.0,618.2,15.9,71.0,55.0,194.1,10.0,-25.66251,27.247422,-64.5,30.0,18.4,0.18,13.0,90.5,0,0,2,0,0,30.0,1,0
2026-03-09T03:24:55+00:00,MV-003,network_degradation_attack,0.0,695.9,17.8,85.4,40.0,86.3,10.0,-25.66251,27.247422,-75.54051212246452,7.777241013885373,248.6641990652662,11.768547245129804,3.6243492568885536,39.9284711851768,1,0,2,0,0,15.0,1,0
2026-03-09T11:02:35+00:00,MV-002,normal,0.0,78.1,2.0,61.0,55.0,165.1,10.0,-25.662714,27.247207,-60.0,30.0,17.0,0.19,21.3,78.1,0,0,2,0,0,30.0,0,1
2026-03-09T02:59:55+00:00,MV-001,normal,0.0,668.8,17.1,79.3,55.0,80.8,10.0,-25.662906,27.246994,-60.0,30.0,17.0,0.2,9.0,88.2,0,0,2,0,0,30.0,0,0
2026-03-09T01:30:50+00:00,MV-003,icmp_flood,0.0,715.5,18.3,88.7,55.0,76.5,10.0,-25.662894,27.247006,-60.0,30.0,645.7,44.71,1.0,6.3,0,0,2,0,0,30.0,0,0
2026-03-09T05:11:15+00:00,MV-003,network_degradation_attack,0.0,676.7,17.4,81.8,40.0,86.3,10.0,-25.66251,27.247422,-86.40343625670533,13.42351542420706,163.22555311821898,6.23914796842739,3.8615980062311968,14.379997629963874,1,0,2,0,0,15.0,0,0
2026-03-09T07:54:50+00:00,MV-003,icmp_flood,0.0,647.6,16.6,76.4,55.0,194.1,10.0,-25.66251,27.247422,-64.5,30.0,660.8,24.31,1.5,23.1,0,0,2,0,0,30.0,1,0
2026-03-09T09:01:10+00:00,MV-002,slowloris_attack,0.0,99.1,2.5,64.9,55.0,165.1,10.0,-25.662714,27.247207,-58.20813308336013,25.75179943744673,771.5573687080063,3.469353542924312,0.7763711356552299,16.03460044789051,0,0,2,0,0,30.0,0,1
2026-03-09T02:53:40+00:00,MV-002,slowloris_attack,0.0,543.3,13.9,81.0,55.0,112.7,10.0,-25.663119,27.246781,-58.25981802558669,30.33699595086541,770.9049652197957,5.481319190827983,0.0,22.036687678190265,0,0,2,0,0,30.0,0,0
2026-03-09T09:22:15+00:00,MV-001,syn_flood,0.0,602.7,15.5,66.8,55.0,80.8,10.0,-25.662362,27.247538,-60.5,30.0,807.8,18.39,5.5,22.7,0,0,2,0,0,30.0,0,0
2026-03-09T08:24:05+00:00,MV-002,syn_flood,0.0,242.2,6.2,67.5,55.0,169.7,10.0,-25.663716,27.246184,-62.2,30.0,1025.6,12.33,10.7,68.3,0,0,2,0,0,30.0,0,1
2026-03-09T01:45:50+00:00,MV-002,slowloris_attack,0.0,553.6,14.2,80.7,55.0,169.7,10.0,-25.663716,27.246184,-56.340399326825874,28.06259174976229,675.7239413699765,4.892697928124115,0.2683296037776731,32.989267213429805,0,0,2,0,0,30.0,0,0
2026-03-09T02:43:10+00:00,MV-003,udp_flood,0.0,703.9,18.0,89.3,55.0,188.1,10.0,-25.663033,27.246867,-60.0,30.0,116.1,23.88,0.3200266162144446,1.8146416292226648,0,0,2,0,0,30.0,1,0
2026-03-09T07:12:25+00:00,MV-003,normal,0.0,655.4,16.8,80.4,55.0,188.1,10.0,-25.662875,27.247044,-65.5,30.0,16.6,0.09,10.5,130.1,0,0,2,0,0,30.0,1,0
2026-03-09T07:51:15+00:00,MV-002,icmp_flood,0.0,110.5,2.8,67.0,55.0,165.1,10.0,-25.662714,27.247207,-60.2,30.0,371.7,25.79,3.0,19.8,0,0,2,0,0,30.0,0,1
2026-03-09T09:42:30+00:00,MV-001,slowloris_attack,0.0,599.4,15.4,66.1,55.0,80.8,10.0,-25.662362,27.247538,-61.07398644132644,28.232528274742123,620.215666810088,5.490547999170991,0.7789477272264552,28.06997310277171,0,0,2,0,0,30.0,0,0
2026-03-09T08:19:50+00:00,MV-003,syn_flood,0.0,642.9,16.5,75.1,55.0,195.7,10.0,-25.662894,27.247006,-65.3,28.8,694.9,17.7,4.1,42.4,0,0,2,0,0,30.0,1,0
2026-03-09T08:37:00+00:00,MV-001,udp_flood,0.0,609.1,15.6,72.1,55.0,115.5,10.0,-25.663101,27.246799,-63.8,30.0,148.2,57.16,0.6370414034072184,0.9839406653762106,0,0,2,0,0,30.0,0,0
2026-03-09T03:08:40+00:00,MV-003,network_degradation_attack,0.0,698.0,17.9,85.4,40.0,76.5,10.0,-25.662894,27.247006,-84.2391577386092,6.327909774673232,242.70029363777937,14.370362006373067,3.8871817910978135,22.66774449310665,0,1,2,0,0,15.0,0,0
2026-03-09T08:16:05+00:00,MV-001,slowloris_attack,0.0,612.9,15.7,72.8,55.0,115.5,10.0,-25.663101,27.246799,-64.07087958694503,24.77073164415813,723.2613693078989,3.958579157924447,1.1745853044629928,19.95194155381267,0,0,2,0,0,30.0,0,0
2026-03-09T02:04:05+00:00,MV-002,icmp_flood,0.0,550.4,14.1,80.1,55.0,169.7,10.0,-25.663716,27.246184,-60.7,30.0,386.8,36.57,0.4,5.1,0,0,2,0,0,30.0,0,0
2026-03-09T11:54:30+00:00,MV-003,network_degradation_attack,0.0,605.9,15.5,71.2,55.0,186.0,10.0,-25.662837,27.246994,-85.25587973633546,3.0062627200671432,205.99655066286837,5.371349660759605,3.227411183232997,38.24193114217356,0,0,2,0,0,30.0,0,0
2026-03-09T07:35:05+00:00,MV-003,syn_flood,0.0,650.3,16.7,76.5,55.0,195.7,10.0,-25.662894,27.247006,-60.0,30.0,636.8,27.58,0.8,3.9,0,0,2,0,0,30.0,1,0
2026-03-09T08:28:00+00:00,MV-003,syn_flood,0.0,641.5,16.4,74.9,55.0,195.7,10.0,-25.662894,27.247006,-60.0,30.0,311.0,22.55,5.2,20.7,0,0,2,0,0,30.0,1,0
2026-03-09T01:51:05+00:00,MV-002,normal,0.0,553.7,14.2,82.9,55.0,112.7,10.0,-25.663119,27.246781,-64.2,28.0,16.2,0.42,14.6,155.8,0,0,2,0,0,30.0,0,0
2026-03-09T09:21:45+00:00,MV-002,syn_flood,0.0,95.4,2.4,64.3,55.0,165.1,10.0,-25.662714,27.247207,-60.0,30.0,340.6,14.08,5.9,31.1,0,0,2,0,0,30.0,0,1
2026-03-09T01:35:35+00:00,MV-003,icmp_flood,0.0,715.2,18.3,91.4,55.0,97.6,10.0,-25.663033,27.246867,-60.0,30.0,251.6,38.62,0.6,4.8,0,0,2,0,0,30.0,0,0
2026-03-09T11:23:50+00:00,MV-001,network_degradation_attack,0.0,582.4,14.9,56.9,55.0,118.3,10.0,-25.663375,27.246525,-80.85800299187535,8.919315507146221,132.57378786800672,10.06755263073688,4.702297037630627,22.13020244203928,1,0,2,0,0,30.0,1,0
2026-03-09T07:13:05+00:00,MV-001,udp_flood,0.0,622.9,16.0,74.7,55.0,115.5,10.0,-25.663101,27.246799,-60.0,30.0,192.3,52.66,1.6051646007059657,4.994031532722477,0,0,2,0,0,30.0,0,0
2026-03-09T09:17:45+00:00,MV-001,syn_flood,0.0,603.5,15.5,66.9,55.0,80.8,10.0,-25.662362,27.247538,-60.4,30.0,794.4,13.68,6.5,54.3,0,0,2,0,0,30.0,0,0
2026-03-09T07:40:25+00:00,MV-002,slowloris_attack,0.0,491.7,12.6,71.4,55.0,112.7,10.0,-25.663092,27.246808,-57.88554984311516,29.25333714320657,532.861746147781,3.868453649675213,0.1846640943243502,12.919222428918662,0,0,2,0,0,30.0,0,0
2026-03-09T07:53:20+00:00,MV-001,udp_flood,0.0,619.8,15.9,63.8,55.0,118.3,10.0,-25.663272,27.246628,-60.2,30.0,99.4,49.12,1.628072962973696,1.926177409135968,0,0,2,0,0,30.0,0,0
2026-03-09T07:56:40+00:00,MV-001,icmp_flood,0.0,616.3,15.8,69.4,55.0,80.8,10.0,-25.662906,27.246994,-60.3,30.0,692.7,36.73,1.0,5.5,0,0,2,0,0,30.0,0,0
2026-03-09T07:10:40+00:00,MV-002,udp_flood,0.0,254.8,6.5,69.8,55.0,169.7,10.0,-25.663716,27.246184,-60.0,30.0,245.9,32.6,0.2492424151224541,1.2422105796181862,0,0,2,0,0,30.0,0,1
2026-03-09T07:41:25+00:00,MV-003,slowloris_attack,0.0,650.2,16.7,79.4,55.0,186.0,10.0,-25.662837,27.246994,-60.66783198006492,28.31714481962413,598.3345229698178,3.845118744876588,1.356960419043713,13.873795358485042,0,0,2,0,0,30.0,1,0
2026-03-09T03:04:20+00:00,MV-002,network_degradation_attack,0.0,540.4,13.9,76.6,44.1,165.1,10.0,-25.662714,27.247207,-80.86092580647562,5.2710201936694885,246.99216899466003,9.758559439641129,3.001886590884628,24.63735109857805,0,1,2,0,0,15.0,1,0
2026-03-09T10:16:20+00:00,MV-001,normal,0.0,592.2,15.2,68.9,55.0,115.5,10.0,-25.663101,27.246799,-64.4,29.7,19.0,0.25,15.8,124.6,0,0,2,0,0,30.0,0,0
2026-03-09T02:50:05+00:00,MV-003,syn_flood,0.0,702.6,18.0,89.1,55.0,188.1,10.0,-25.663033,27.246867,-60.4,30.0,582.6,12.84,12.3,42.6,0,0,2,0,0,30.0,1,0
2026-03-09T08:26:50+00:00,MV-003,icmp_flood,0.0,643.1,16.5,75.6,55.0,194.1,10.0,-25.66251,27.247422,-60.0,30.0,547.3,37.74,1.0,6.9,0,0,2,0,0,30.0,1,0
2026-03-09T06:46:40+00:00,MV-003,network_degradation_attack,0.0,659.6,16.9,78.7,40.0,186.0,10.0,-25.66251,27.247422,-80.68855720390283,4.441467681191044,233.68330203905955,10.656742510136224,4.061982057336778,25.614238096229784,0,1,2,0,0,15.0,1,0
2026-03-09T08:14:40+00:00,MV-001,slowloris_attack,0.0,613.2,15.7,72.8,55.0,115.5,10.0,-25.663101,27.246799,-60.9996904191869,30.76932471598576,851.8123338284516,4.357114512011332,1.2195551518468106,9.163049409181887,0,0,2,0,0,30.0,0,0
2026-03-09T07:40:15+00:00,MV-001,syn_flood,0.0,621.6,15.9,64.1,55.0,118.3,10.0,-25.663272,27.246628,-60.0,30.0,472.7,24.82,2.0,19.9,0,0,2,0,0,30.0,0,0
2026-03-09T09:20:05+00:00,MV-002,udp_flood,0.0,206.3,5.3,68.3,55.0,112.7,10.0,-25.663092,27.246808,-65.3,30.0,200.6,58.87,0.9215390880400234,4.543398768345548,0,0,2,0,0,30.0,0,1
2026-03-09T10:42:30+00:00,MV-002,normal,0.0,191.4,4.9,65.6,55.0,112.7,10.0,-25.663092,27.246808,-60.8,30.0,18.0,0.39,9.1,65.0,0,0,2,0,0,30.0,0,1
2026-03-09T09:22:50+00:00,MV-003,slowloris_attack,0.0,633.0,16.2,73.7,55.0,186.0,10.0,-25.66251,27.247422,-61.00743809738958,26.12431432261653,915.8246915073132,0.6755146889623251,0.5628015849288783,29.29386893817346,0,0,2,0,0,30.0,1,0
2026-03-09T09:41:35+00:00,MV-003,slowloris_attack,0.0,629.6,16.1,73.1,55.0,186.0,10.0,-25.66251,27.247422,-62.07152008813443,24.54450401802841,802.8979319830144,6.272301905966546,0.7101803625910244,20.303314826444154,0,0,2,0,0,30.0,1,0
2026-03-09T07:45:35+00:00,MV-003,udp_flood,0.0,648.4,16.6,76.2,55.0,195.7,10.0,-25.662894,27.247006,-60.0,30.0,274.0,24.65,0.6997602434777638,0.5816035058077826,0,0,2,0,0,30.0,1,0
2026-03-09T08:18:10+00:00,MV-002,slowloris_attack,0.0,243.3,6.2,67.7,55.0,169.7,10.0,-25.663716,27.246184,-58.831981288994605,29.081032070091315,790.3714256617608,5.883184035214563,0.0,9.378093898998465,0,0,2,0,0,30.0,0,1
2026-03-09T09:12:25+00:00,MV-001,syn_flood,0.0,604.5,15.5,67.1,55.0,80.8,10.0,-25.662362,27.247538,-64.8,29.5,411.7,10.84,12.0,63.9,0,0,2,0,0,30.0,0,0
2026-03-09T01:50:20+00:00,MV-001,syn_flood,0.0,680.5,17.4,85.5,55.0,115.5,10.0,-25.663255,27.246645,-63.9,30.0,724.9,6.99,13.2,122.2,0,0,2,0,0,30.0,0,0
2026-03-09T01:37:55+00:00,MV-001,icmp_flood,0.0,684.0,17.5,76.1,55.0,118.3,10.0,-25.663272,27.246628,-63.2,28.5,439.8,22.78,4.4,26.4,0,0,2,0,0,30.0,0,0
